,Unnamed: 0,content,username,sentiment,cleaned_content
317,438.0,"BTC 📉🙂

✨ misery loves company ✨

 ♥️ No RT
 ♥️ No tag your friends！

48hrs! goodluck🍀
#BTC https://t.co/KjlRdtgga2",m30_2022,1,BTC  slightly_smiling_face   misery loves company   No RT  No tag your friends！ 48hrs! goodluck #BTC
318,1193.0,"🚨 US government to sell 41,500 #Bitcoin ($1.18B )

US government sold 9,800 BTC on March 14, intends to sell another 41,500 BTC (~$1.8B) related to the Silk Road black market 4 more times this year

US still holds up to 205,515 BTC ~ $5.8 B from criminal asset confiscations https://t.co/iJt5SHgHTM",coinwirehq,0," US government to sell 41,500 #Bitcoin ($1.18B ) US government sold 9,800 BTC on March 14, intends to sell another 41,500 BTC (~$1.8B) related to the Silk Road black market 4 more times this year US still holds up to 205,515 BTC ~ $5.8 B from criminal asset confiscations"
319,471.0,"Top 5 Coins by Alt Rank: March 31st
Alt Rank is a unique measurement by @LunarCrush that combines actual altcoin price performance relative to #Bitcoin and social activity indicators.

@hedera $HBAR @StellarOrg $XLM @Injective_ $INJ @traderjoe_xyz $JOE $BLUR @blur_io https://t.co/fEvPWeEMM1",GCryptoBen,1,Top 5 Coins by Alt Rank: March 31st Alt Rank is a unique measurement by @LunarCrush that combines actual altcoin price performance relative to #Bitcoin and social activity indicators. @hedera $HBAR @StellarOrg $XLM @Injective_ $INJ @traderjoe_xyz $JOE $BLUR @blur_io
320,,,,0,"[""americans should've contacted saylor here and offered him through an existing otc deal there rather drastic then dumping on american market. for the remaining 41k per btc they should contact @ free cz _ free binance forum or @ saylor # btc""]"
321,911.0,"Bitcoin is still ranging sideways. BTC.D tapped and broke 47% mark as discussed in live yesterday. 

Let it go towards my EQ lows this time, we will build longs from there. 

#Bitcoin   
#Cryptocurrency",ShoaybKhan,0,"Bitcoin is still ranging sideways. BTC.D tapped and broke 47% mark as discussed in live yesterday. Let it go towards my EQ lows this time, we will build longs from there. #Bitcoin"
322,978.0,"🔥From all of us here at #Pinksale, we'd like to extend a warm welcome to the Edge Wallet team.

👌Pinksale continues to dominate the #DeFi #Launchpad industry because we listen to what you, our community wants.

🚀 Check them out below: 

https://t.co/DF7RQvjpqr

#BSC #BNB #BTC https://t.co/uaNMC6L9xj",pinkecosystem,1,"From all of us here at , we'd like to extend a warm welcome to the Edge Wallet team. Pinksale continues to dominate the #DeFi industry because we listen to what you, our community wants.  Check them out below: #BNB #BTC"
323,,,,0,['almost exactly 70 % of all # bitcoin have not been moved up in at... least a year which you can clearly see that then the corrections to this metric are getting weaker and weaker increasing over time. this correlation indicates with a growing policy realization that # bitcoin is undervalued # crypto # btc # cryptocurrency']
324,1090.0,"72 $BNB in the pool and still 29 hours to go? Where will we end? 

Who wants to make a guess? 
I have a present for the one who guesses it right 🚀

$MTY is doomed to succeed! 🌒

#MTY #viddli @ViddliApp 
#altcoin #altseason #binance #bnb #btc #smartchain https://t.co/KsaAhZfVBK",syansyani,1,72 $BNB in the pool and still 29 hours to go? Where will we end? Who wants to make a guess? I have a present for the one who guesses it right  $MTY is doomed to succeed!  @ViddliApp #bnb #btc
325,410.0,"If I sell you something and accept your medium of exchange, how do I know you're not secretly making more to get all my stuff?

No central bank can compete with the global neutrality of #bitcoin over time.

Not the USD, not the yuan.

None.",EuroDale,0,"If I sell you something and accept your medium of exchange, how do I know you're not secretly making more to get all my stuff? No central bank can compete with the global neutrality of #bitcoin over time. Not the USD, not the yuan. None."
326,,,,0,"[""@ whalechart website is it so bloody hard to openly mention that and never state if it's on rails? if it was on # google bitcoin or # ethereum, i have had no doubt you two would've mentioned posting it smirking _ face""]"
327,705.0,"If you’re against #Bitcoin, you’re against working families. Pure and simple. Fiat is decay.",CosmoCrixter,0,"If you’re against #Bitcoin, you’re against working families. Pure and simple. Fiat is decay."
328,,,,0,['$ btc. html d # bitcoin might still be sucking up the life out me of my altcoins']
329,856.0,"This is the first #Bitcoin bear market where a majority of coins have not moved in over 2 years.

Supply is incredibly scarce.

Any small catalyst was enough to quickly send BTC from $16k -&gt; $28k -&gt; $100k. https://t.co/LMZepFVFaC",IIICapital,0,This is the first #Bitcoin bear market where a majority of coins have not moved in over 2 years. Supply is incredibly scarce. Any small catalyst was enough to quickly send BTC from $16k -> $28k -> $100k.
330,240.0,"had a dream last night that #btc was trading at $69k and we all made it 

woke up and checked the charts, rugged

gm 🥲",honey_xbt,1,"had a dream last night that #btc was trading at $69k and we all made it woke up and checked the charts, rugged gm "
331,,,,0,['# btc by us union govt march 2nd 14 2013 sale effect on price']
332,70.0,#BTC daily closed above this local support https://t.co/FCpWNGJDD3,cryptoes_ta,1,#BTC daily closed above this local support
333,829.0,More and more people are getting exposed to #Bitcoin! 🚀 https://t.co/aXs8XivpKw,rovercrc,1,More and more people are getting exposed to #Bitcoin! 
334,497.0,"#Crypto has come a long way since #BTC creation in 2009, despite regulators largely pushing against it the entire time. 14 years later, they are still at war with it. 
If we don’t fight for #crypto, then who will? 🤷🏾‍♂️",Mahomet9,0,"#Crypto has come a long way since #BTC creation in 2009, despite regulators largely pushing against it the entire time. 14 years later, they are still at war with it. If we don’t fight for #crypto, then who will? ‍"
335,73.0,"Two Reasons For Volatility in #Bitcoin today🚨

1.  Core PCE price Index 6PM IST
2. Options Worth $4B Expiry 1:30AM IST(Saturday)",BudhilVyas,0,Two Reasons For Volatility in #Bitcoin today 1. Core PCE price Index 6PM IST 2. Options Worth $4B Expiry 1:30AM IST(Saturday)
336,1091.0,"Over and over again, #bitcoin proves it’s the hardest money in the world:

Ripping again above $28K",AP_Abacus,0,"Over and over again, #bitcoin proves it’s the hardest money in the world: Ripping again above $28K"
337,,,,0,"['- 41, 92 810 - 136174 - 329383 - supply gets stuck locked - $ 3000 above validators out & full if no 30 % above stake you never won doesn ’ t even be was able to calculate % gain $ hex # btc # bnb # binance # xrp x # eth # crypto # x usdt']"
338,741.0,"🚨  PCE release @ 12:30 UTC

- Core PCE (YoY)

Previous: 4.7%
Forecast: 4.7%

- Core PCE (MoM)

Previous: 0.6%
Forecast: 0.4%

#bitcoin #crypto",cryptochiefss,1, PCE release @ 12:30 UTC - Core PCE (YoY) Previous: 4.7% Forecast: 4.7% - Core PCE (MoM) Previous: 0.6% Forecast: 0.4% #bitcoin #crypto
339,1298.0,"This is such a perfect view

Remember $BTC (mostly) and $ETH drive the market

Always keep an eye on it

Follow good content 👇👇 

#Mazi #Saitama #VRA #RNDR #ZCX #WOO #TRIAS  #CSIX  #SHIB #BTC",Saita_United,1,This is such a perfect view Remember $BTC (mostly) and $ETH drive the market Always keep an eye on it Follow good content  #SHIB #BTC
340,1204.0,#Bitcoin rally is now driven by this reason likely foreseen by #SatoshiNakamoto. $BTC @leoncfu @scottmelker https://t.co/xG3hJlNn0E,Utoday_en,1,#Bitcoin rally is now driven by this reason likely foreseen by . $BTC @leoncfu @scottmelker
341,,,,0,['3 + billion people who control most half of the worlds resources are transitioning away from the usd. we generally ’ re in the first inning of the expected decline of g7 towards keynesian credit binging. dollar hegemony is a weapon & brics is now fighting itself back. to use # bitcoin as just a shield and to protect yourself physically from this']
342,,,,0,['legal news : profits made from the online sell down of # bitcoin are not taxable - at denmark supreme judicial court.']
343,157.0,"Single biggest problem with Real Estate for me is the Geographical risk.

What if in 100 years London is no longer “the city”.

I’m relying on my heirs to be able to see that, sell &amp; adjust.

A progeny of speculators.

#Bitcoin can be anywhere and everywhere, all the time.",BritishHodl,0,"Single biggest problem with Real Estate for me is the Geographical risk. What if in 100 years London is no longer “the city”. I’m relying on my heirs to be able to see that, sell & adjust. A progeny of speculators. #Bitcoin can be anywhere and everywhere, all the time."
344,,,,0,"[""money printers there can completely control people'own s lives. if so they choose # bitcoin""]"
345,,,,0,['# bitcoin week 3 - day of bearish global divergence! big flushed _ little face']
346,,,,0,"['# his btc still slips even below $ 28, 50 000, whilst # eth moves down under $ usd 1, 800 on its friday.']"
347,,,,0,"['today cited in # president crypto : the founder loses diplomatic defender status & faces another sec lawsuit pensive _ face at ceo then loses official inspiration status amid sec subpoena & community divide # michael binance faces multiple investigations by,,, & # btc']"
348,527.0,"A currency war Dollar &amp; Chinese Yuan 🧐 is happening that Gonna Change Whole World Economical System As well As In my Point Of view It will Effect On Cryptocurrency
#Currencywar #Yuan #BTC #EconomicCrisis #USDollar https://t.co/YuNvVNjceO",irtazaa17,0,A currency war Dollar & Chinese Yuan  is happening that Gonna Change Whole World Economical System As well As In my Point Of view It will Effect On Cryptocurrency #BTC
349,1380.0,"#USA 🇺🇸 gov sale of #Bitcoin is literally a matter of national security

If we want the FREEDOM, LIBERTY &amp; RULE OF LAW that USA was founded on to survive...

We need to get people who actually know what they are doing in decision-making positions. Now.

Otherwise ⏳️💣☠️💵",CJKonstantinos,0," United_States  gov sale of #Bitcoin is literally a matter of national security If we want the FREEDOM, LIBERTY & RULE OF LAW that USA was founded on to survive... We need to get people who actually know what they are doing in decision-making positions. Now. Otherwise "
350,,,,0,['flip a coin later and they land tails 78 straight times. that ’ s about how most difficult today it is to mine # bitcoin. almost every extra 10 minutes some big machine out up there finds a side way. that ’ s putting in the hard work.']
351,,,,0,['not really interested in the pa program here though but we will try with a pretty long pass if we retrace to reach the previous support display area ( ~ $ 26. 97 8k ) # 3 btc']
352,51.0,"Rev up your engines and get ready for the ultimate battle racing experience with @PenguinKarts 🐧🏎️💥 Don't miss out on the action - grab your $PGK tokens now and join the race to the top of the leaderboard! #gaming #cryptocurrency
#P2EGames #btc #crypto #betterthanever https://t.co/WNUocctW4o",AnumRizwan8,1,Rev up your engines and get ready for the ultimate battle racing experience with @PenguinKarts  Don't miss out on the action - grab your $PGK tokens now and join the race to the top of the leaderboard! #cryptocurrency #btc #crypto
353,819.0,"Going Live with @FibonaccLi to discuss the potential of  #Bitcoin price retracing as per this fractal.

https://t.co/OMeLVeSkC1 https://t.co/FKkRE49Uyr",TheChartArtist,1,Going Live with @FibonaccLi to discuss the potential of #Bitcoin price retracing as per this fractal.
354,,,,0,"[""when you are in the markets, tradfi or # the crypto # btc,, for etc, you want to really be put in the relative minority at the bottom and bottom top!. the minority makes the most money, not the average majority! if you just are bullish now, you are in the minority. it's the bottom same at the top top, be in the minority!""]"
355,,,,0,"['"" 1btc = 1btc that means, that if 1 # btc turns out all of the combined total supply total will remain the same over all time, forever. however in fiat, we can\'t make the entire same statement. 1usd = then 1usd over time. "" simples']"
356,,,,0,['# bitcoin says why being so damn clingy?']
357,,,,0,['# over bitcoin we will definitely never see this game again...']
358,834.0,"#Stacks allows $BTC to be a productive asset without compromising its security and durability

🔓 Enabling a wide range of applications like decentralized #Bitcoin lending and Bitcoin-backed stablecoins.",Stacks,1,allows $BTC to be a productive asset without compromising its security and durability  Enabling a wide range of applications like decentralized #Bitcoin lending and Bitcoin-backed stablecoins.
359,999.0,"$BTC chart no BPRO vs. #BTC chart with BPRO.

Isn't life much easier knowing when you should buy or sell to be profitable?

Your 1 month free bonus is waiting👉https://t.co/SXe2wTFA2T https://t.co/TEGbVicHsj",crypto_birb,1,$BTC chart no BPRO vs. #BTC chart with BPRO. Isn't life much easier knowing when you should buy or sell to be profitable? Your 1 month free bonus is waiting
360,1311.0,#BITCOIN THE 4TH HISTORICAL BULL RUN BEGINS. https://t.co/64wq7cYBiA,AurelienOhayon,0,THE 4TH HISTORICAL BULL RUN BEGINS.
361,,,,0,['daily overview summary within the tables last day : # the bitcoin $ btc fell by 2. 8 % and also lost 2. 1 % in date the last 7d grew up by 35. 4 % decreased and led the nft rank $ x ekta $ alt vid $ num $ wrld $ geni $ zkp $ joe $ inj $ super cel']
362,291.0,"If you want the best high quality 3D art on Cardano then check out @BlockOwls 🦉🦊and @dmndhndsNFT💎🖐

#NFT #Cardano #ETH #BTC https://t.co/xC6345St6U",ZeruNFT,1,If you want the best high quality 3D art on Cardano then check out @BlockOwls and @dmndhndsNFT #NFT #ETH #BTC
363,,,,0,"[""what will build web3 replace old web2? yes don't think so # get nft # office crypto # windows blockchain # yahoo cryptocurrency # big eth # google bitcoin # btc 2013 ripple""]"
364,916.0,"Nothing changes until their financial power is removed.

Thousands control billions, because they control money, which pays enforcers to remain loyal to the thousands, &amp; not the billions.

#Bitcoin is humanity's only hope. 

Pay attention. Watch👇",surferjimw,0,"Nothing changes until their financial power is removed. Thousands control billions, because they control money, which pays enforcers to remain loyal to the thousands, & not the billions. #Bitcoin is humanity's only hope. Pay attention. Watch"
365,694.0,"Nice  #bitcoin Meetup yesterday at La Coruña 🇪🇸 thanks to @danielpcostas and the Bitcoin group « 2140 »

https://t.co/eCdzBRbftj",satoboatproject,1,Nice #bitcoin Meetup yesterday at La Coruña  Spain  thanks to @danielpcostas and the Bitcoin group « 2140 »
366,,,,0,['# or bitcoin and rhyming?....']
367,482.0,"Africans join the US$21.5 billion NFT party !!! 🚀🚀🚀
The NFT market had an incredible year in 2021, and the African market is only opening up to these tokens this year..
https://t.co/HAdkjkBsgy
#BTC #Crypto #Web3 #Africa #Mining",web3africa1,1,"Africans join the US$21.5 billion NFT party !!!  The NFT market had an incredible year in 2021, and the African market is only opening up to these tokens this year.. #BTC #Crypto #Web3"
368,532.0,"Always show up everyday, that what CT NG always say, shebi na my show got me this free #NFT from #Everise teams 

I'm waiting for #everise #nft market place to go live that I can list it there

#btc #bnb #eth #ftm #avax #matic https://t.co/sDhWH9jfY0",DrAcO_toShi,1,"Always show up everyday, that what CT NG always say, shebi na my show got me this free #NFT from teams I'm waiting for #nft market place to go live that I can list it there #btc #bnb #eth"
369,,,,0,['# btc showing where a bearish divergence may move even in the initial daily time pressure frame arriving and entering at increasing resistance. # crypto # computer cryptocurrency']
370,,,,0,['# bitcoin - weekly abc impulsive the corrective report 1. 0 618 abc impulsive do you finally see... it happening yet?']
371,,,,0,['news : profits were made annually from the sell share of # 5 bitcoin are taxable - see denmark appeals supreme court.']
372,807.0,"#Bitcoin / $BTC

AND BOOM THAT IS HOW IT’S DONE BOUNCE RIGHT OFF $27.5K

Now time to slowly grind back toward highs, reclaim $29K and initiate acceleration for full send https://t.co/VDt6zn8lcA",CryptoKaleo,1,"#Bitcoin / $BTC AND BOOM THAT IS HOW IT’S DONE BOUNCE RIGHT OFF $27.5K Now time to slowly grind back toward highs, reclaim $29K and initiate acceleration for full send"
373,342.0,"I am bullish,  but if our indicator confirms a take profit 📍🛑signal on the 1D chart ....i take profits.

Juat following a process.

If it pumps,  good, i go into altcoins.
If it dumps , good, i buy cheaper.

#Bitcoin https://t.co/yKT8jXRWoc",TrendRidersTR,1,"I am bullish, but if our indicator confirms a take profit signal on the 1D chart ....i take profits. Juat following a process. If it pumps, good, i go into altcoins. If it dumps , good, i buy cheaper. #Bitcoin"
374,,,,0,['…. did you apply for with dm? 1 if we select you to win but didn wanna ’ t see dm today we had to skip and go over to next winner pensive _ old face loudly _ crying _ face turn on notifications and dm to apply are you always active? what supply line do think you like the chance most for completing our project? # ordinals # btc']
375,937.0,My father is finally walking again from his stroke. $Jasmy project will help me pay off his medical bills in the near future. Thank you #Sony @HARA_JasmyCFO @JasmyMGT  and #Bitcoin,Crypto_Pengy,1,My father is finally walking again from his stroke. $Jasmy project will help me pay off his medical bills in the near future. Thank you @HARA_JasmyCFO @JasmyMGT and #Bitcoin
376,1359.0,"1 MILLION addresses holding 1 #Bitcoin or MORE!

We are about to hit this MAJOR milestone. 👇 https://t.co/KvlpZTgEfY",AltcoinDailyio,1,1 MILLION addresses holding 1 #Bitcoin or MORE! We are about to hit this MAJOR milestone. 
377,299.0,"#USDT Dominance is likely to reach the green box leading to more relief in alts in the short term.

#Crypto #Bitcoin https://t.co/u3xNOGDAE2",Cryptorphic1,1,#USDT Dominance is likely to reach the green box leading to more relief in alts in the short term. #Crypto #Bitcoin
378,522.0,"School kids in Brazil using #Bitcoin  to buy fruit 🇧🇷 

The Blockchain future is bright 🙌 https://t.co/0WYWjidKaV",cryptomarketup2,1,School kids in Brazil using #Bitcoin to buy fruit  Brazil  The Blockchain future is bright 
379,965.0,"Join us in 4 hours on the BRN Metaverse Twitter channel to hear the latest news and updates! We can't wait to connect with our valuable investors and supporters.  
🔗 https://t.co/WJ4HUq9h5I

#Bitcoin #cryptocurrency #NFTGame",BrnMetaverse,1,Join us in 4 hours on the BRN Metaverse Twitter channel to hear the latest news and updates! We can't wait to connect with our valuable investors and supporters.  #Bitcoin #cryptocurrency
380,,,,0,"[""guys. get ready. they are currently ramping up the psyops system and going gaslighting. and it's disgustingly much aimed at kids watching on yt swim shorts. # 10 bitcoin is now your seemingly only last hope.""]"
381,,,,0,"['in true crypto, friends relationships are exit for liquidity. # but bitcoin knows not in crypto.']"
382,1309.0,"$SPX H4

Breaking out of the IHS bullish reversal pattern. Next resistance is our ""Macro Bullish"" resistance of 4200. 

Breaking this puts us in a macro bullish stance and we can say ""the bottom is in"".

$BTC also testing its pivot point and a breakout would assist.

#bitcoin… https://t.co/Oi8UwR8Y4f",Roman_Trading,1,"$SPX H4 Breaking out of the IHS bullish reversal pattern. Next resistance is our ""Macro Bullish"" resistance of 4200. Breaking this puts us in a macro bullish stance and we can say ""the bottom is in"". $BTC also testing its pivot point and a breakout would assist. #bitcoin…"
383,1102.0,"American Media just took the side of a Mass Shooter of Children because they identify as Trans.

If that doesn’t tell you why you need #Bitcoin, why you need an escape hatch from this Fiat 🤡 🌍 - you’re lost.

American Child: “So it’s okay if a Trans shoots me?”

American…",BritishHodl,0,"American Media just took the side of a Mass Shooter of Children because they identify as Trans. If that doesn’t tell you why you need #Bitcoin, why you need an escape hatch from this Fiat  clown_face   - you’re lost. American Child: “So it’s okay if a Trans shoots me?” American…"
384,220.0,"As you can see, #Bitcoin never goes below the blue line of $28,000.
Put away your worries, accumulate #Bitcoin .
You can buy other coins later. But in my experience, #Bitcoin  must be bought now.
Go buy #Bitcoin  &amp; #LUNC right now 
If you agree, follow, retweet, or like🚀 https://t.co/6hh8h9PJud",aussiehaggie,1,"As you can see, #Bitcoin never goes below the blue line of $28,000. Put away your worries, accumulate #Bitcoin . You can buy other coins later. But in my experience, #Bitcoin must be bought now. Go buy #Bitcoin & #LUNC right now If you agree, follow, retweet, or like"
385,,,,0,['# 40 bitcoin daily the bearish news macd at cross! face _ it screaming _ not in _ fear']
386,1216.0,@NakamotoGames WTF! As mentioned earlier $NAKA is definitely from another breed! Integrating the #BTC Lightning Network is another huge and unexpected milestone. This team goes truly beyond and above anything seen in crypto. What if Satoshi himself is involved? Nothing will surprise me anymore.,MagicSpeed8888,1,@NakamotoGames WTF! As mentioned earlier $NAKA is definitely from another breed! Integrating the #BTC Lightning Network is another huge and unexpected milestone. This team goes truly beyond and above anything seen in crypto. What if Satoshi himself is involved? Nothing will surprise me anymore.
387,,,,0,"['a 191 - day cash bear market, a reported total of about 906 days covered in # 6 bitcoin, occurs according according to this second metric.']"
388,,,,0,"['about 58 % of the global population also buys lottery tickets online on a remarkably regular basis, globally but only 0. 8 5 % have bought # bitcoin because what the heck is im wrong going with people?']"
389,84.0,"👀 👀 WITHIN 24hrs 👀 👀 
#BITCOIN 🫠 #CRYPTOMARKET #LFG https://t.co/BL6RAzmEwo",cryptoal3rt,1,  WITHIN 24hrs   
390,,,,0,['cardano creator dunks her on an anti - flag crypto as elizabeth warren interviews with michael jordan reference - at elevenews # big crypto # bitcoin # main blockchain # main cryptocurrency log ada # btc $ ada']
391,,,,0,['they all bought supplies and longed with the resistance. dump of it # btc. fucking time to nuke onto it!']
392,952.0,"Check out today's Top 5 Most-Searched Contract! ✨

🥇 #BTCUSDT #Bitcoin
🥈 #SXPUSDT @SolarNetwork
🥉 #CFXUSDT @Conflux_Network
4️⃣ #ARBUSDT @arbitrum
5️⃣ #FTMUSDT @FantomFDN

Discover more 👉 https://t.co/v5Tsn4g8KB

#CoinEx #CoinExFutures #FuturesTrading #CryptoExchange https://t.co/6jx3u2KBpM",coinexcom,1,Check out today's Top 5 Most-Searched Contract!   #Bitcoin  @SolarNetwork  @Conflux_Network  keycap_4  @arbitrum  keycap_5  @FantomFDN Discover more  Futures
393,109.0,Germany! Hope you bought #bitcoin🤯 https://t.co/MnScIQUWR7,PlebSignalBTC,1,Germany! Hope you bought #bitcoin exploding_head 
394,354.0,"The Bitcoin $BTC price sits stable above $28k range right now.

📈 That's a 25.58% increase compared to the beginning of the month.

🏦 As global banks face turmoil, #Bitcoin emerges as the ultimate champion. 

😉 Sentiment: #Bullish https://t.co/FipRjjKITh",TheMoneyApe,1,"The Bitcoin $BTC price sits stable above $28k range right now.  That's a 25.58% increase compared to the beginning of the month.  As global banks face turmoil, #Bitcoin emerges as the ultimate champion.  winking_face  Sentiment:"
395,,,,0,"['imagine when your government sells off 50, 000 # bitcoin for us tax dollars! and best of all is what do they sell out the # online bitcoin for? for dollars! that they can print themselves, anytime & in any quantity they like! face _ forward with _ tears _ run of _ happy joy what a bunch 2 of pathetic losers']"
396,420.0,***JUST IN***🚨 #Huobi announces Strategic partnership with Gala Games. #Crypto #GALA #Bitcoin https://t.co/xHcy4r7iad,cryptomacro14,1,***JUST IN*** announces Strategic partnership with Gala Games. #Crypto #Bitcoin
397,290.0,"Got my favorite breakfast spot in town to start really thinking about accepting #Bitcoin for their entire menu. It’s looking like adoption is going to be picking up at a great pace moving forward 🥳

Now to schedule these 2 events so I can take a small holiday to SA in mid-April. https://t.co/Kq9qA8HkVT",OKIN_17,1,Got my favorite breakfast spot in town to start really thinking about accepting #Bitcoin for their entire menu. It’s looking like adoption is going to be picking up at a great pace moving forward  Now to schedule these 2 events so I can take a small holiday to SA in mid-April.
398,801.0,"Not sure this down jacket will pass through customs 💊

#Bitcoin #BTC $BTC #Orangepills #MadeinFrance https://t.co/Zl1x5fd4Qa",maison_maachi,0,Not sure this down jacket will pass through customs  #Bitcoin #BTC $BTC
399,1005.0,"#Bitcoin gave you plenty of time in the best value zone of the Monthly RSI

Did you squander it wait waiting for 10k?

The mid-line cross is occurring now, demolishing the last bearish defense

Bitcoin must now return to the overbought zone 

Much higher prices are coming! https://t.co/l3jH1S67E9",CryptoCon_,1,"#Bitcoin gave you plenty of time in the best value zone of the Monthly RSI Did you squander it wait waiting for 10k? The mid-line cross is occurring now, demolishing the last bearish defense Bitcoin must now return to the overbought zone Much higher prices are coming!"
400,602.0,Wen #bitcoin pleb golf tournament in Madeira @andreloja ? https://t.co/QoscfTnMqb,PrinceySOV,1,Wen #bitcoin pleb golf tournament in Madeira @andreloja ?
401,1083.0,Time Is Your Friend ⏳ #Bitcoin #Crypto #Time https://t.co/qN8zLCPKeR,iTzAnthonyNap,1,Time Is Your Friend  #Bitcoin #Crypto
402,402.0,"NO ACCOUNT SHOULD HAVE LESS THAN 1,000 FOLLOWERS 😎

DROP AN EMOJI DOWN BELOW &amp; FOLLOW EVERYONE WHO LIKES IT 🤝

FOLLOW ME AND RETWEET SO IT FORMS A CHAIN REACTION ⛓️

HAPPY FRIDAY GUYS, LETS GO 🔥

#crypto #bnb #YummyV2 #btc #bsc #Binance #cryptocurrency #nft #nfts #xrp #Floki https://t.co/DPDgpJgO15",CBTopshelf,1,"NO ACCOUNT SHOULD HAVE LESS THAN 1,000 FOLLOWERS  smiling_face_with_sunglasses  DROP AN EMOJI DOWN BELOW & FOLLOW EVERYONE WHO LIKES IT  FOLLOW ME AND RETWEET SO IT FORMS A CHAIN REACTION  HAPPY FRIDAY GUYS, LETS GO  #crypto #bnb #btc #Binance #cryptocurrency #nft"
403,407.0,#Bitcoin fixes this. - Dr Jordan B. Peterson https://t.co/zjPDP4SxYo,yuki_binance,1,#Bitcoin fixes this. - Dr Jordan B. Peterson
404,1336.0,Buy #Bitcoin or collapse with the banks https://t.co/s7GqewE0dl,LuchoPoletti,0,Buy #Bitcoin or collapse with the banks
405,1165.0,"📈🔥 Bullish alert! #NASDAQ, #Bitcoin, and #Ethereum all flashing strong bull signals after over a year! 🚀💥

Charts don't lie, and they're calling for a potential rally 🎯

Time to buckle up and ride this wave🌊💰

#cryptocurrency #stocks #investment #trading #bullmarket… https://t.co/wSnljDwQvb",TrendRidersTR,1," Bullish alert! , #Bitcoin, and #Ethereum all flashing strong bull signals after over a year!  Charts don't lie, and they're calling for a potential rally  Time to buckle up and ride this wave #cryptocurrency …"
406,,,,0,['wells fargo hit 2004 with $ 98 million fine for 13 sanctions violations - major marketwatch $ 11 snap $ hood $ corz $ bkkt $ 6 amc $ 5 nio # 9 btc # shib # super hoge # saitama # top bnb # big doge # eth # babyfloki # altcoinseason']
407,,,,0,"['@ adamscochran if this particular cheap cds system defaults, just who is it exactly that that pays out the contract and how is it that maybe they simply wouldn ’ t have counterparty risk to that very system that underlies the risk? seems like like a lose, lose kind of bet when you guys could get something different without counterparty risk # no bitcoin']"
408,212.0,#XEN HAS TAKEN OVER #Twitter  #Bitcoin #X1CHAIN @XEN_Crypto @DBXen_crypto 🔥🔥🔥 https://t.co/Z61OGMCbHU,cryptom0nster,1,HAS TAKEN OVER #Bitcoin @XEN_Crypto @DBXen_crypto 
409,432.0,"#LUNC to 1 USD: Terra Classic L1 Team Releases Q2 Roadmap

$lunc #lunc #crypto #luna #LunaClassic #LuncBurn #LuncArmy #LUNCcommunity #crypto #btc   #Binance #Bitcoin #BabyDoge
#BabyDogeArmy #shiba #ETH #Floki
#CZBinance #ElonMusk
https://t.co/P40BmE8z2C",nergizy32132110,1,#LUNC to 1 USD: Terra Classic L1 Team Releases Q2 Roadmap $lunc #crypto #crypto #btc #Binance #Bitcoin Army #ETH
410,,,,0,"[""you don't own an it, if not someone else can legally take the it from you. so the most only asset group you can really own is # bitcoin. almost everything else around can be taxed, stolen forever or else confiscated.""]"
411,693.0,"If you followed my #Bitcoin calls, you are sitting on 70%+ profits.

We had a nice run since the start of January.

Filled the CME gap at $28k and we are trading below the $30k psychological level.

Don't force trades. We will find quality setups together.",bloodgoodBTC,1,"If you followed my #Bitcoin calls, you are sitting on 70%+ profits. We had a nice run since the start of January. Filled the CME gap at $28k and we are trading below the $30k psychological level. Don't force trades. We will find quality setups together."
412,,,,0,"['$ 3, ms 026, ms 576 # the bitcoin number shorted @ $ 3 28322. p 23 [ 31 / 03 / 23 of 17 : 46 33 : 01 ] empty bybit | $ btcusd user cannot comply... bossmode initializing - influencemylife']"
413,,,,0,"[""the world'top s fake fiat ponzi money companies are all suicidal and self - destructive. the front end race is nearly finally here. this victory will catapult the only survivor, # bitcoin back on the track again to achieve its new ultimate aggregate value / 21 million. there is no second personal best. stocks, bonds, cash, all priced in # bitcoin""]"
414,809.0,Gmgm web 3!! One less wk until #BTC @WildcatAlliance Ordinals drop💎🙌🏼 https://t.co/rKdzZYlPto,Dank_Stretchz,1,Gmgm web 3!! One less wk until #BTC @WildcatAlliance Ordinals drop
415,1078.0,"#Bitcoin bulls, gear up for a potentially profitable week ahead! $4.2B in #options set to expire!

Here are 3 reasons why

1️⃣ Robust spot market demand 
2️⃣ Increasing institutional interest 
3️⃣ Positive on-chain metrics 

#BTC #OptionsExpiry #CryptoMarket #Crypto #Web3 #Crypto",Kaplun_Iryna,1,"#Bitcoin bulls, gear up for a potentially profitable week ahead! $4.2B in set to expire! Here are 3 reasons why  keycap_1  Robust spot market demand  keycap_2  Increasing institutional interest  keycap_3  Positive on-chain metrics #BTC #Crypto #Web3 #Crypto"
416,,,,0,"['fellow altcoiners should probably be more humble. just admit you there were probably scammed, understand that you often should have purchased # bitcoin, go and will move public on.']"
